county,County.FIPS,id,abbr,state,perc_stud_debt,perc_stud_debt_nw,perc_stud_debt_wh,med_stud_debt,med_stud_debt_nw,med_stud_debt_wh,perc_stud_debt_collect_STUD,perc_stud_debt_collect_STUD_nw,perc_stud_debt_collect_STUD_wh,med_stud_debt_collect,med_stud_debt_collect_nw,med_stud_debt_collect_wh,med_mon_pmt,med_mon_pmt_nw,med_mon_pmt_wh,perc_no_bach,perc_no_bach_nw,perc_no_bach_wh,perc_pop_nw,avg_income,avg_income_nw,avg_income_wh
Pulaski County,29169,29169,MO,Missouri,.1803977,NULL,.1376344,15571,NULL,14881,.1181102,n/a**,.09375,NULL,NULL,NULL,130,NULL,NULL,.741069,.7077146,.7529335,.3049001,61011,60103,61296
Putnam County,29171,29171,MO,Missouri,.0759494,NULL,.0759494,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8112869,.8474576,.8106383,.0377985,52275,23820,52513
Ralls County,29173,29173,MO,Missouri,.1320755,NULL,.1320755,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.863824,.793578,.8659955,.0444357,66133,76820,65904
Randolph County,29175,29175,MO,Missouri,.1214058,NULL,.1214058,NULL,NULL,NULL,.1578947,n/a**,.1578947,NULL,NULL,NULL,NULL,NULL,NULL,.8470677,.8972644,.8417493,.1124073,58047,43120,59213
Ray County,29177,29177,MO,Missouri,.1395939,NULL,.1395939,20252,NULL,20252,.1090909,n/a**,.1090909,NULL,NULL,NULL,NULL,NULL,NULL,.8613065,.8961593,.8596817,.0617744,70010,57066,70659
Reynolds County,29179,29179,MO,Missouri,.027027,NULL,.027027,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8892733,.9251101,.8874232,.0598575,52990,43249,53326
Ripley County,29181,29181,MO,Missouri,.0794393,NULL,.0794393,NULL,NULL,NULL,.1176471,n/a**,.1176471,NULL,NULL,NULL,NULL,NULL,NULL,.8912727,.9607843,.8881879,.0495874,43514,42859,43536
St. Charles County,29183,29183,MO,Missouri,.2016053,NULL,.2017973,21195,NULL,21241,.0655738,n/a**,.065625,17665,NULL,17665,171,NULL,171,.6025681,.5572472,.6082267,.1323181,99389,92621,100181
St. Clair County,29185,29185,MO,Missouri,.0930233,NULL,.0930233,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.8657188,.9819277,.8599005,.0553128,51632,42995,51927
Ste. Genevieve County,29186,29186,MO,Missouri,.1452145,NULL,.1452145,NULL,NULL,NULL,.1136364,n/a**,.1136364,NULL,NULL,NULL,NULL,NULL,NULL,.8227377,.7763441,.8245109,.0435902,70739,65423,70917
St. Francois County,29187,29187,MO,Missouri,.1577381,NULL,.1577381,18221,NULL,18221,.1194969,n/a**,.1194969,NULL,NULL,NULL,157,NULL,157,.8418238,.8249747,.8433511,.0825586,61053,121177,57635
St. Louis County,29189,29189,MO,Missouri,.190818,.236618,.1671569,22720,22320,22605,.1086252,.1979434,.0615836,14085,12022,18780,180,152,197,.5607966,.6918759,.503587,.3448355,98565,67525,112823
Saline County,29195,29195,MO,Missouri,.1615854,NULL,.1615854,20935,NULL,20935,.1320755,n/a**,.1320755,NULL,NULL,NULL,NULL,NULL,NULL,.8204353,.9097572,.805466,.1939659,57578,45207,59472
Schuyler County,29197,29197,MO,Missouri,.1125,NULL,.1125,NULL,NULL,NULL,.2222222,n/a**,.2222222,NULL,NULL,NULL,NULL,NULL,NULL,.8842248,.775,.8857241,.0286539,51454,74814,51126
Scotland County,29199,29199,MO,Missouri,.0943396,NULL,.0943396,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8798587,.9361702,.8781053,.0257248,62828,33606,63603
Scott County,29201,29201,MO,Missouri,.1287284,NULL,.1287284,14539,NULL,14539,.1463415,n/a**,.1463415,NULL,NULL,NULL,124,NULL,124,.854974,.9197952,.8449914,.1666193,57116,35749,60913
Shannon County,29203,29203,MO,Missouri,.1261261,NULL,.1261261,NULL,NULL,NULL,.2857143,n/a**,.2857143,NULL,NULL,NULL,NULL,NULL,NULL,.8424315,.8664122,.8412985,.059544,43558,28110,44400
Shelby County,29205,29205,MO,Missouri,.1333333,NULL,.1333333,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.8300575,.7964602,.8309929,.0453721,56408,16669,57199
Stoddard County,29207,29207,MO,Missouri,.1290323,NULL,.1290323,14774,NULL,14774,.109375,n/a**,.109375,NULL,NULL,NULL,NULL,NULL,NULL,.8675957,.9361345,.8655567,.0446937,53425,40731,53783
Stone County,29209,29209,MO,Missouri,.0965665,NULL,.0965665,NULL,NULL,NULL,.1555556,n/a**,.1555556,NULL,NULL,NULL,NULL,NULL,NULL,.8160076,.8650519,.8141892,.0502109,65929,46616,66734
Sullivan County,29211,29211,MO,Missouri,.1538462,NULL,.1538462,NULL,NULL,NULL,.0625,n/a**,.0625,NULL,NULL,NULL,NULL,NULL,NULL,.8781306,.9336333,.8643595,.2295393,54781,61715,53312
Taney County,29213,29213,MO,Missouri,.1131131,NULL,.1132853,15627,NULL,15653,.1769911,n/a**,.1727273,NULL,NULL,NULL,119,NULL,120,.8155335,.8577339,.8116879,.1096857,53162,54271,53068
Texas County,29215,29215,MO,Missouri,.1680217,NULL,.1680217,17639,NULL,17639,.1774193,n/a**,.1774193,NULL,NULL,NULL,NULL,NULL,NULL,.8586167,.9588529,.8489979,.0882319,49621,48005,49741
Vernon County,29217,29217,MO,Missouri,.1076923,NULL,.1076923,NULL,NULL,NULL,.0857143,n/a**,.0857143,NULL,NULL,NULL,NULL,NULL,NULL,.823474,.6830266,.8286293,.0598328,60319,37478,60957
Warren County,29219,29219,MO,Missouri,.154827,NULL,.1542751,21419,NULL,21419,.1058823,n/a**,.1084337,NULL,NULL,NULL,147,NULL,147,.8142267,.8850736,.8095915,.0814852,73852,51843,75216
Washington County,29221,29221,MO,Missouri,.1196013,NULL,.1196013,NULL,NULL,NULL,.1944444,n/a**,.1944444,NULL,NULL,NULL,NULL,NULL,NULL,.9063768,.8642384,.9087127,.0566764,50553,66385,50047
Wayne County,29223,29223,MO,Missouri,.1202532,NULL,.1210191,NULL,NULL,NULL,.2105263,n/a**,.2105263,NULL,NULL,NULL,NULL,NULL,NULL,.8974997,.8006329,.900783,.0498948,44448,56909,44005
Webster County,29225,29225,MO,Missouri,.1353384,NULL,.1353384,14889,NULL,14889,.1111111,n/a**,.1111111,NULL,NULL,NULL,118,NULL,118,.8308856,.8391377,.8304623,.0563783,59684,57428,59783
Worth County,29227,29227,MO,Missouri,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8248817,.9714286,.8213297,.0338235,56750,32267,57010
Wright County,29229,29229,MO,Missouri,.1263538,NULL,.1263538,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.8864277,.8543517,.8879514,.0478872,48630,93151,46667
St. Louis city,29510,29510,MO,Missouri,.2086242,.1876735,.2073761,26503,23273,26738,.144685,.1923077,.0991254,16204,10331,NULL,180,157,189,.6286126,.7831799,.4721453,.5585495,63791,45207,83664
Beaverhead County,30001,30001,MT,Montana,.1691176,NULL,.1691176,NULL,NULL,NULL,.0869565,n/a**,.0869565,NULL,NULL,NULL,NULL,NULL,NULL,.6450847,.8208956,.630985,.0905994,66504,47090,67624
Big Horn County,30003,30003,MT,Montana,.1019108,.1071429,NULL,NULL,NULL,NULL,.125,.1111111,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8264989,.8614781,.7672956,.7286184,60332,53429,68853
Blaine County,30005,30005,MT,Montana,.1547619,NULL,NULL,NULL,NULL,NULL,.4615385,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7818491,.8606431,.7104533,.5498737,48891,43600,53182
Broadwater County,30007,30007,MT,Montana,.1126761,NULL,.1126761,NULL,NULL,NULL,.1875,n/a**,.1875,NULL,NULL,NULL,NULL,NULL,NULL,.7297803,.6968641,.7321473,.0598217,77104,58547,77821
Carbon County,30009,30009,MT,Montana,.1518325,NULL,.1518325,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.6802087,.8614609,.670805,.0556609,70864,59807,71348
Carter County,30011,30011,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8253807,.8846154,.8237748,.0273141,69401,40167,69684
Cascade County,30013,30013,MT,Montana,.1589061,NULL,.1602996,17995,NULL,17944,.0883721,n/a**,.088785,NULL,NULL,NULL,164,NULL,164,.7573184,.8105831,.7495142,.1503619,67884,56669,69625
Chouteau County,30015,30015,MT,Montana,.1126761,NULL,.1126761,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7267871,.9002809,.6884125,.231819,55396,38782,58751
Custer County,30017,30017,MT,Montana,.1111111,NULL,.1111111,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.7753876,.8712686,.7687861,.0790207,70749,80285,70295
Daniels County,30019,30019,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7813674,.7741935,.7819063,.0650314,72453,77200,72043
Dawson County,30021,30021,MT,Montana,.1298701,NULL,.1298701,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.789637,.9389474,.7777592,.0765967,75479,49743,76858
Deer Lodge County,30023,30023,MT,Montana,.1688312,NULL,.1688312,NULL,NULL,NULL,.1538462,n/a**,.1538462,NULL,NULL,NULL,NULL,NULL,NULL,.826112,.9166667,.8188462,.0973626,56037,28902,57491
Fallon County,30025,30025,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8267148,1,.8164937,.064482,76008,52532,77004
Fergus County,30027,30027,MT,Montana,.1123596,NULL,.1123596,NULL,NULL,NULL,.15,n/a**,.15,NULL,NULL,NULL,NULL,NULL,NULL,.7108186,.5584677,.720524,.0573938,65238,80490,64420
Flathead County,30029,30029,MT,Montana,.1175439,NULL,.1152439,20124,NULL,20124,.0995025,n/a**,.0846561,NULL,NULL,NULL,166,NULL,172,.6890996,.6987715,.6885248,.0746381,77935,76278,77993
Gallatin County,30031,30031,MT,Montana,.182808,NULL,.184226,19390,NULL,19390,.0752351,n/a**,.0766773,NULL,NULL,NULL,160,NULL,159,.5147083,.5817344,.5094618,n/a**,87759,75621,88688
Garfield County,30033,30033,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8317881,1,.831565,.0017528,66344,n/a**,66344
Glacier County,30035,30035,MT,Montana,.1125828,.1666667,.0166667,NULL,NULL,NULL,.1176471,.0714286,0,NULL,NULL,NULL,NULL,NULL,NULL,.8100287,.8443878,.7500856,.6907803,48457,37313,68373
Golden Valley County,30037,30037,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7412587,.8666667,.7378815,.1104972,56642,70257,56353
Granite County,30039,30039,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7335737,.5675676,.7360716,.0425206,67821,44561,68153
Hill County,30041,30041,MT,Montana,.1452282,NULL,.1469194,NULL,NULL,NULL,.1714286,n/a*,.1290323,NULL,NULL,NULL,NULL,NULL,NULL,.7548589,.8622471,.7233452,.3029381,59143,41808,63568
Jefferson County,30043,30043,MT,Montana,.1422018,NULL,.1422018,NULL,NULL,NULL,.1290323,n/a**,.1290323,NULL,NULL,NULL,NULL,NULL,NULL,.6597263,.6943867,.6576599,.0717439,81384,53999,83190
Judith Basin County,30045,30045,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7135279,.9508197,.7035245,.0461302,60780,28759,62575
Lake County,30047,30047,MT,Montana,.1196078,NULL,.1032258,15711,NULL,NULL,.147541,n/a*,.15625,NULL,NULL,NULL,NULL,NULL,NULL,.719784,.8043202,.6884463,.3481225,61802,46318,67409
Lewis and Clark County,30049,30049,MT,Montana,.1690778,NULL,.1712394,17386,NULL,17205,.0909091,n/a**,.0939227,NULL,NULL,NULL,147,NULL,146,.6068575,.7136046,.5994005,.0898836,77682,52504,79272
Liberty County,30051,30051,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8344175,1,.830303,.0267544,84026,95137,83782
Lincoln County,30053,30053,MT,Montana,.0956522,NULL,.0956522,NULL,NULL,NULL,.0909091,n/a**,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.797698,.7972116,.7977255,.071495,54708,45685,55128
McCone County,30055,30055,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8388982,.6315789,.8422392,.0607362,62298,103273,61647
Madison County,30057,30057,MT,Montana,.1056338,NULL,.1056338,NULL,NULL,NULL,.0666667,n/a**,.0666667,NULL,NULL,NULL,NULL,NULL,NULL,.7114167,.7731959,.7064128,.0807982,67820,50865,68936
Meagher County,30059,30059,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7393939,.7719299,.7380952,.0564024,56661,75348,55854
Mineral County,30061,30061,MT,Montana,.0384615,NULL,.0384615,NULL,NULL,NULL,.5,n/a**,.5,NULL,NULL,NULL,NULL,NULL,NULL,.8272498,.9108911,.8215726,.0850154,52906,47649,53162
Missoula County,30063,30063,MT,Montana,.2183778,NULL,.2215777,18806,NULL,19207,.1142857,n/a**,.1151832,NULL,NULL,NULL,164,NULL,164,.6030163,.5893646,.6046345,.1137544,74932,63466,75981
Musselshell County,30065,30065,MT,Montana,.1066667,NULL,.1066667,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8588235,.8243243,.859572,.0386936,51731,74534,51041
Park County,30067,30067,MT,Montana,.1377049,NULL,.1377049,NULL,NULL,NULL,.1190476,n/a**,.1190476,NULL,NULL,NULL,NULL,NULL,NULL,.6755483,.7402402,.6718482,.0651853,67991,98653,66278
Petroleum County,30069,30069,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7100592,.25,.7212121,.0185185,66974,68463,66907
Phillips County,30071,30071,MT,Montana,.0571429,NULL,.0701754,NULL,NULL,NULL,0,n/a*,0,NULL,NULL,NULL,NULL,NULL,NULL,.7950791,.9164179,.7788845,.1568865,54914,48442,55886
Pondera County,30073,30073,MT,Montana,.1222222,NULL,.1294118,NULL,NULL,NULL,.0909091,n/a*,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.7523434,.8552381,.737036,.186135,64678,52366,66050
Powder River County,30075,30075,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7358185,.8133333,.7308024,.0685608,63153,63800,63112
Powell County,30077,30077,MT,Montana,.1465517,NULL,.1465517,NULL,NULL,NULL,.1176471,n/a**,.1176471,NULL,NULL,NULL,NULL,NULL,NULL,.7904021,.9307692,.7750421,.1029005,65303,28474,65978
Prairie County,30079,30079,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7911522,.5,.7917526,.014158,66856,147800,66706
Ravalli County,30081,30081,MT,Montana,.1159618,NULL,.1159618,15920,NULL,15920,.1058824,n/a**,.1058824,NULL,NULL,NULL,144,NULL,144,.7294117,.8097591,.7249753,.0692568,65009,55608,65519
Richland County,30083,30083,MT,Montana,.1348315,NULL,.1306818,NULL,NULL,NULL,.3333333,n/a*,.3043478,NULL,NULL,NULL,NULL,NULL,NULL,.8097235,.8246073,.8080676,.1090669,79962,66054,82065
Roosevelt County,30085,30085,MT,Montana,.0884354,.0720721,NULL,NULL,NULL,NULL,.3076923,.5,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8286244,.8832402,.7611322,.6491806,59137,41418,78973
Rosebud County,30087,30087,MT,Montana,.1702128,.1886792,NULL,NULL,NULL,NULL,0,0,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.819865,.8710977,.7930398,.4463784,66388,55423,71044
Sanders County,30089,30089,MT,Montana,.1128205,NULL,.1099476,NULL,NULL,NULL,.0454545,n/a**,.047619,NULL,NULL,NULL,NULL,NULL,NULL,.8288995,.9122302,.8217504,.0979082,53414,49117,53809
Sheridan County,30091,30091,MT,Montana,.2033898,NULL,.2033898,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.763878,.9611111,.7489487,.0884163,73400,38230,76267
Silver Bow County,30093,30093,MT,Montana,.1611785,NULL,.1596491,23471,NULL,23471,.0645161,n/a**,.0659341,NULL,NULL,NULL,151,NULL,158,.7363299,.8899254,.7250103,.0956225,58093,35953,59722
Stillwater County,30095,30095,MT,Montana,.0980392,NULL,.0980392,NULL,NULL,NULL,.0666667,n/a**,.0666667,NULL,NULL,NULL,NULL,NULL,NULL,.7472935,.7617729,.7464744,.0718385,78211,61406,79052
Sweet Grass County,30097,30097,MT,Montana,.1,NULL,.1,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7447761,.5876288,.7570394,.0703531,67923,65414,68165
Teton County,30099,30099,MT,Montana,.0888889,NULL,.0888889,NULL,NULL,NULL,.125,n/a**,.125,NULL,NULL,NULL,NULL,NULL,NULL,.7558999,.7447699,.7565723,.0633224,66683,64158,66789
Toole County,30101,30101,MT,Montana,.1285714,NULL,.1304348,NULL,NULL,NULL,.1111111,n/a**,.1111111,NULL,NULL,NULL,NULL,NULL,NULL,.8549832,.8732057,.8525681,.1239952,64101,47945,65408
Treasure County,30103,30103,MT,Montana,.1568628,NULL,.1568628,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7649122,.6521739,.7696527,.039897,55830,37669,56663
Valley County,30105,30105,MT,Montana,.1,NULL,.1065574,NULL,NULL,NULL,.1538461,n/a*,.1538461,NULL,NULL,NULL,NULL,NULL,NULL,.7914941,.8617363,.7821825,.1548062,65147,55108,66893
Wheatland County,30107,30107,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8019594,1,.7911439,.0628199,52922,74094,52474
Wibaux County,30109,30109,MT,Montana,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7918215,.9387755,.7823219,.0485106,56109,58900,56028
Yellowstone County,30111,30111,MT,Montana,.1575475,NULL,.1580403,17540,NULL,17420,.0960591,n/a**,.095,NULL,NULL,NULL,151,NULL,150,.6683339,.7680519,.6575911,.139237,75619,66652,76635
Adams County,31001,31001,NE,Nebraska,.1690141,NULL,.1676892,17742,NULL,17742,.1190476,n/a**,.1219512,NULL,NULL,NULL,178,NULL,181,.7511022,.8363064,.7423276,.1368141,69692,56808,70863
Antelope County,31003,31003,NE,Nebraska,.1348315,NULL,.1348315,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8089633,.9577465,.8040224,.0472379,61882,79435,61575
Arthur County,31005,31005,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7214286,.75,.7205882,.0502392,59829,44900,60145
Banner County,31007,31007,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7933723,.6774194,.8008299,.0804598,86136,23461,91767
Blaine County,31009,31009,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7727273,n/a**,.7727273,0,61209,n/a**,61209
Boone County,31011,31011,NE,Nebraska,.1318681,NULL,.1318681,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.7942857,.6575342,.7970572,.0348203,72720,52389,73065
Box Butte County,31013,31013,NE,Nebraska,.15,NULL,.15,NULL,NULL,NULL,.037037,n/a**,.037037,NULL,NULL,NULL,NULL,NULL,NULL,.8184603,.9284333,.8008959,.181892,67128,53137,69043
Boyd County,31015,31015,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8176392,.4285714,.8326446,.0494613,63804,68561,63679
Brown County,31017,31017,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8023978,.6785715,.8071955,.0394913,60443,47506,60881
Buffalo County,31019,31019,NE,Nebraska,.1973154,NULL,.1972789,15572,NULL,15544,.1088435,n/a**,.1103448,NULL,NULL,NULL,149,NULL,145,.6525054,.8007544,.6365647,.1287987,74978,51147,77281
Burt County,31021,31021,NE,Nebraska,.1339286,NULL,.1339286,NULL,NULL,NULL,.0666667,n/a**,.0666667,NULL,NULL,NULL,NULL,NULL,NULL,.8189451,.8622222,.8167421,.0681679,65349,36901,66739
Butler County,31023,31023,NE,Nebraska,.0925926,NULL,.0925926,NULL,NULL,NULL,.1,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.8011486,.8709677,.7983193,.052064,66899,48444,67267
Cass County,31025,31025,NE,Nebraska,.1564626,NULL,.1564626,22785,NULL,22785,.0289855,n/a**,.0289855,NULL,NULL,NULL,197,NULL,197,.7259713,.7696202,.7239206,.0612015,85237,95945,84783
Cedar County,31027,31027,NE,Nebraska,.175,NULL,.175,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8059182,.8865248,.8038901,.0325003,72281,53073,72707
Chase County,31029,31029,NE,Nebraska,.1470588,NULL,.1470588,NULL,NULL,NULL,.1,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.7921306,.9612403,.77422,.1068559,65419,57146,66155
Cherry County,31031,31031,NE,Nebraska,.1157895,NULL,.1157895,NULL,NULL,NULL,.0909091,n/a**,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.7879952,.8867924,.7767977,.1174439,62766,45752,64298
Cheyenne County,31033,31033,NE,Nebraska,.1633987,NULL,.1633987,NULL,NULL,NULL,.04,n/a**,.04,NULL,NULL,NULL,NULL,NULL,NULL,.7380638,.7126213,.7401462,.1021113,71372,53570,72499
Clay County,31035,31035,NE,Nebraska,.1293103,NULL,.1293103,NULL,NULL,NULL,.0666667,n/a**,.0666667,NULL,NULL,NULL,NULL,NULL,NULL,.81649,.9621451,.8047352,.1084724,66150,45357,67436
Colfax County,31037,31037,NE,Nebraska,.0849673,.0449438,.140625,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,.8545317,.9679634,.78014,.5035316,63171,57349,66225
Cuming County,31039,31039,NE,Nebraska,.170068,NULL,.170068,NULL,NULL,NULL,.08,n/a**,.08,NULL,NULL,NULL,NULL,NULL,NULL,.7676817,.9272349,.754043,.1158937,69244,39668,71731
Custer County,31041,31041,NE,Nebraska,.1612903,NULL,.1612903,NULL,NULL,NULL,.12,n/a**,.12,NULL,NULL,NULL,NULL,NULL,NULL,.7911401,.8091603,.7904893,.0520776,74937,62966,75397
Dakota County,31043,31043,NE,Nebraska,.1909385,.1780822,.2222222,11833,NULL,NULL,.1016949,.1025641,.1,NULL,NULL,NULL,NULL,NULL,NULL,.8747786,.9182872,.8445476,.5103115,69285,70313,68615
Dawes County,31045,31045,NE,Nebraska,.2916667,NULL,.2916667,NULL,NULL,NULL,.0857143,n/a**,.0857143,NULL,NULL,NULL,NULL,NULL,NULL,.6304631,.7956834,.6059376,.1487185,60820,57951,61263
Dawson County,31047,31047,NE,Nebraska,.1432507,.1412429,.1451613,15073,NULL,NULL,.0961538,.04,.1481481,NULL,NULL,NULL,NULL,NULL,NULL,.8435174,.9402398,.7954257,.4046799,68096,57415,73381
Deuel County,31049,31049,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.841763,.7520661,.8503563,.1114044,61812,44237,63571
Dixon County,31051,31051,NE,Nebraska,.1756757,NULL,.1756757,NULL,NULL,NULL,.1538462,n/a**,.1538462,NULL,NULL,NULL,NULL,NULL,NULL,.7948586,.9346847,.7768427,.1519318,67106,65843,67228
Dodge County,31053,31053,NE,Nebraska,.1671924,NULL,.1685215,16857,NULL,16857,.0566038,n/a**,.0566038,NULL,NULL,NULL,144,NULL,144,.8144896,.9268018,.800848,.1566121,66065,37653,69537
Douglas County,31055,31055,NE,Nebraska,.1920273,.1358575,.2033735,21494,15839,21853,.0616845,.1885246,.0489731,12393,NULL,12249,169,120,180,.5985919,.7598946,.5447296,.3111399,89510,64028,97588
Dundy County,31057,31057,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8057014,.9940476,.7785408,.164607,59689,42809,61553
Fillmore County,31059,31059,NE,Nebraska,.1188119,NULL,.1188119,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8009282,.9408602,.7942681,.0622533,71692,34711,73115
Franklin County,31061,31061,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8340027,.9506173,.8296297,.0415835,61284,68776,61050
Frontier County,31063,31063,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7998876,.8571429,.7987385,.0356458,65738,45443,65866
Furnas County,31065,31065,NE,Nebraska,.1587302,NULL,.1587302,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8106195,.8203593,.8101148,.0618471,60805,54089,61211
Gage County,31067,31067,NE,Nebraska,.1716621,NULL,.1716621,20554,NULL,20554,.047619,n/a**,.047619,NULL,NULL,NULL,128,NULL,128,.7976471,.858209,.7948735,.05279,64384,59075,64639
Garden County,31069,31069,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7507003,1,.7382353,.0564516,69655,86971,69016
Garfield County,31071,31071,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7780098,1,.7762973,.0339241,59320,36809,59603
Gosper County,31073,31073,NE,Nebraska,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7361478,.5245901,.7450172,.0421836,80845,52308,82644
